Week Start (Sunday),bitcoin
2015-01-04,48.40625
2015-01-11,46.624761904761904
2015-01-18,49.49166666666667
2015-01-25,45.688809523809525
2015-02-01,61.22904761904761
2015-02-08,56.62071428571429
2015-02-15,56.46547619047619
2015-02-22,31.876666666666665
2015-03-01,29.235714285714284
2015-03-08,51.365
2015-03-15,55.15666666666666
2015-03-22,55.87547619047619
2015-03-29,51.62547619047619
2015-04-05,48.50714285714286
2015-04-12,45.67642857142857
2015-04-19,46.76619047619048
2015-04-26,45.21904761904762
2015-05-03,45.88428571428572
2015-05-10,48.49880952380953
2015-05-17,37.09238095238095
2015-05-24,35.660000000000004
2015-05-31,47.890952380952385
2015-06-07,50.097857142857144
2015-06-14,50.52238095238095
2015-06-21,31.064523809523813
2015-06-28,20.058095238095238
2015-07-05,47.44380952380953
2015-07-12,56.4397619047619
2015-07-19,52.79404761904762
2015-07-26,55.69761904761905
2015-08-02,57.45095238095238
2015-08-09,55.770714285714284
2015-08-16,57.619285714285716
2015-08-23,58.31857142857143
2015-08-30,62.144285714285715
2015-09-06,60.0797619047619
2015-09-13,55.82047619047619
2015-09-20,58.04190476190477
2015-09-27,54.532380952380954
2015-10-04,51.46047619047619
2015-10-11,48.766666666666666
2015-10-18,43.228809523809524
2015-10-25,49.437619047619044
2015-11-01,43.48428571428571
2015-11-08,50.97785714285715
2015-11-15,51.29976190476191
2015-11-22,59.619523809523805
2015-11-29,55.68714285714286
2015-12-06,44.49476190476191
2015-12-13,54.395714285714284
2015-12-20,58.18904761904762
2015-12-27,61.29642857142857
2016-01-03,50.83190476190476
2016-01-10,52.36309523809524
2016-01-17,56.43380952380953
2016-01-24,60.47785714285715
2016-01-31,59.887619047619054
2016-02-07,61.235476190476184
2016-02-14,59.39785714285714
2016-02-21,63.67
2016-02-28,61.012619047619054
2016-03-06,55.54904761904762
2016-03-13,53.059047619047625
2016-03-20,60.024047619047614
2016-03-27,58.2047619047619
2016-04-03,57.566904761904766
2016-04-10,56.06642857142857
2016-04-17,52.89047619047619
2016-04-24,47.65523809523809
2016-05-01,31.21690476190476
2016-05-08,51.33119047619048
2016-05-15,52.035000000000004
2016-05-22,55.83642857142858
2016-05-29,56.922380952380955
2016-06-05,62.44857142857143
2016-06-12,52.68571428571429
2016-06-19,61.31952380952381
2016-06-26,54.863095238095234
2016-07-03,58.33357142857143
2016-07-10,60.582857142857144
2016-07-17,47.383809523809525
2016-07-24,44.35595238095238
2016-07-31,36.642380952380954
2016-08-07,52.259523809523806
2016-08-14,53.80357142857143
2016-08-21,54.724761904761905
2016-08-28,54.32285714285714
2016-09-04,61.990476190476194
2016-09-11,60.22404761904762
2016-09-18,52.547619047619044
2016-09-25,54.19047619047619
2016-10-02,52.40809523809524
2016-10-09,56.298571428571435
2016-10-16,61.059999999999995
2016-10-23,58.35095238095238
2016-10-30,52.28523809523809
2016-11-06,43.71309523809524
2016-11-13,51.42714285714286
2016-11-20,61.33809523809524
2016-11-27,63.42238095238095
2016-12-04,66.98880952380952
2016-12-11,64.47
2016-12-18,60.21357142857143
2016-12-25,64.01071428571429
2017-01-01,50.79785714285714
2017-01-08,64.88095238095238
2017-01-15,58.610238095238095
2017-01-22,60.040952380952376
2017-01-29,60.58142857142857
2017-02-05,65.30452380952381
2017-02-12,64.55642857142857
2017-02-19,61.370000000000005
2017-02-26,67.1295238095238
2017-03-05,59.05119047619048
2017-03-12,41.64071428571429
2017-03-19,48.297619047619044
2017-03-26,68.03166666666667
2017-04-02,61.42952380952381
2017-04-09,63.16690476190475
2017-04-16,64.62785714285714
2017-04-23,61.33261904761905
2017-04-30,57.00428571428571
2017-05-07,60.82285714285714
2017-05-14,63.157380952380954
2017-05-21,51.49095238095238
2017-05-28,62.26142857142857
2017-06-04,48.28928571428571
2017-06-11,62.62619047619047
2017-06-18,59.890952380952385
2017-06-25,57.26714285714286
2017-07-02,73.53214285714286
2017-07-09,63.61380952380953
2017-07-16,70.26380952380953
2017-07-23,67.10428571428572
2017-07-30,48.13333333333333
2017-08-06,63.362857142857145
2017-08-13,62.11380952380953
2017-08-20,77.57857142857142
2017-08-27,71.92690476190477
2017-09-03,74.17690476190477
2017-09-10,66.99880952380953
2017-09-17,65.30738095238095
2017-09-24,57.18976190476191
2017-10-01,71.55547619047618
2017-10-08,68.24833333333333
2017-10-15,60.21166666666666
2017-10-22,54.037142857142854
2017-10-29,57.51
2017-11-05,62.08047619047619
2017-11-12,53.51642857142857
2017-11-19,54.19714285714286
2017-11-26,39.70214285714286
2017-12-03,48.46642857142857
2017-12-10,48.36833333333333
2017-12-17,38.90642857142858
2017-12-24,49.40809523809524
2017-12-31,55.096428571428575
2018-01-07,70.77761904761904
2018-01-14,49.38666666666666
2018-01-21,50.6752380952381
2018-01-28,60.15333333333333
2018-02-04,53.29309523809524
2018-02-11,59.25904761904762
2018-02-18,66.52095238095238
2018-02-25,76.50857142857141
2018-03-04,68.0942857142857
2018-03-11,62.69642857142857
2018-03-18,59.49595238095238
2018-03-25,41.446666666666665
2018-04-01,48.02357142857143
2018-04-08,67.29357142857143
2018-04-15,70.1595238095238
2018-04-22,64.0454761904762
2018-04-29,76.92833333333333
2018-05-06,74.49690476190476
2018-05-13,71.20119047619048
2018-05-20,66.32880952380953
2018-05-27,70.7304761904762
2018-06-03,73.72500000000001
2018-06-10,63.07119047619047
2018-06-17,69.15357142857142
2018-06-24,63.194761904761904
2018-07-01,63.6997619047619
2018-07-08,63.637857142857136
2018-07-15,51.462857142857146
2018-07-22,57.95976190476191
2018-07-29,68.0102380952381
2018-08-05,63.69904761904762
2018-08-12,65.61761904761904
2018-08-19,67.09238095238096
2018-08-26,69.91071428571429
2018-09-02,62.22690476190477
2018-09-09,56.15595238095238
2018-09-16,62.073095238095235
2018-09-23,72.18047619047618
2018-09-30,70.49928571428572
2018-10-07,66.965
2018-10-14,67.06357142857142
2018-10-21,68.89904761904761
2018-10-28,67.00333333333334
2018-11-04,67.8
2018-11-11,49.680238095238096
2018-11-18,40.72714285714286
2018-11-25,61.73452380952381
2018-12-02,64.74238095238096
2018-12-09,64.05119047619048
2018-12-16,57.570952380952384
2018-12-23,67.70690476190477
2018-12-30,71.18619047619048
2019-01-06,72.6297619047619
2019-01-13,73.13904761904762
2019-01-20,66.80499999999999
2019-01-27,69.95476190476191
2019-02-03,65.15119047619048
2019-02-10,65.43214285714285
2019-02-17,60.424285714285716
2019-02-24,71.73547619047619
2019-03-03,67.07071428571429
2019-03-10,73.70190476190476
2019-03-17,68.2552380952381
2019-03-24,57.42047619047619
2019-03-31,33.01452380952381
2019-04-07,59.91238095238095
2019-04-14,70.61095238095238
2019-04-21,67.75880952380952
2019-04-28,64.88904761904762
2019-05-05,61.56547619047619
2019-05-12,57.01714285714286
2019-05-19,62.25928571428572
2019-05-26,57.63357142857143
2019-06-02,72.35714285714286
2019-06-09,68.99809523809525
2019-06-16,64.65357142857142
2019-06-23,49.05047619047618
2019-06-30,51.37571428571429
2019-07-07,55.30761904761904
2019-07-14,68.37190476190476
2019-07-21,71.27619047619048
2019-07-28,65.62714285714286
2019-08-04,61.582857142857144
2019-08-11,72.65809523809524
2019-08-18,67.44452380952382
2019-08-25,63.385714285714286
2019-09-01,64.30095238095238
2019-09-08,70.39404761904761
2019-09-15,68.45761904761905
2019-09-22,46.5747619047619
2019-09-29,53.1647619047619
2019-10-06,61.48357142857143
2019-10-13,58.61404761904762
2019-10-20,51.741190476190475
2019-10-27,48.59095238095238
2019-11-03,52.44619047619047
2019-11-10,68.23642857142856
2019-11-17,70.60666666666667
2019-11-24,69.49309523809524
2019-12-01,66.3852380952381
2019-12-08,64.33357142857143
2019-12-15,54.8597619047619
2019-12-22,62.51380952380953
2019-12-29,69.49595238095239
2020-01-05,62.205
2020-01-12,57.777857142857144
2020-01-19,69.59119047619048
2020-01-26,62.10952380952381
2020-02-02,65.12380952380953
2020-02-09,65.67285714285714
2020-02-16,68.13880952380953
2020-02-23,66.04071428571429
2020-03-01,71.07785714285714
2020-03-08,56.62047619047619
2020-03-15,55.73380952380952
2020-03-22,56.76285714285715
2020-03-29,72.60238095238095
2020-04-05,69.93666666666667
2020-04-12,73.72380952380954
2020-04-19,73.73976190476189
2020-04-26,59.087380952380954
2020-05-03,57.11404761904762
2020-05-10,44.31214285714286
2020-05-17,58.620000000000005
2020-05-24,70.91952380952381
2020-05-31,61.353571428571435
2020-06-07,66.68238095238095
2020-06-14,72.57571428571428
2020-06-21,70.02880952380953
2020-06-28,75.27309523809524
2020-07-05,72.57642857142856
2020-07-12,52.00214285714286
2020-07-19,22.005952380952383
2020-07-26,21.10238095238095
2020-08-02,60.81357142857143
2020-08-09,67.57666666666667
2020-08-16,65.18238095238095
2020-08-23,70.68690476190476
2020-08-30,70.49119047619048
2020-09-06,72.81571428571428
2020-09-13,68.06738095238096
2020-09-20,72.85214285714287
2020-09-27,73.34023809523809
2020-10-04,75.31785714285715
2020-10-11,72.45619047619047
2020-10-18,50.49095238095238
2020-10-25,55.31333333333333
2020-11-01,72.56619047619049
2020-11-08,65.40333333333334
2020-11-15,45.49857142857143
2020-11-22,55.34404761904762
2020-11-29,53.45071428571429
2020-12-06,67.5197619047619
2020-12-13,47.962380952380954
2020-12-20,48.467619047619046
2020-12-27,48.94119047619047
2021-01-03,54.0397619047619
2021-01-10,54.62071428571428
2021-01-17,61.6
2021-01-24,52.11285714285714
2021-01-31,51.112857142857145
2021-02-07,34.636428571428574
2021-02-14,57.51642857142857
2021-02-21,58.03523809523809
2021-02-28,69.03928571428571
2021-03-07,67.52380952380952
2021-03-14,69.24976190476191
2021-03-21,60.445
2021-03-28,68.00714285714285
2021-04-04,65.35833333333333
2021-04-11,58.39714285714285
2021-04-18,67.02690476190476
2021-04-25,59.81333333333333
2021-05-02,65.64642857142857
2021-05-09,50.11357142857143
2021-05-16,25.965
2021-05-23,50.46619047619048
2021-05-30,64.00904761904762
2021-06-06,61.495
2021-06-13,64.87642857142858
2021-06-20,46.41738095238095
2021-06-27,69.58357142857143
2021-07-04,78.38452380952381
2021-07-11,77.56285714285715
2021-07-18,68.00380952380952
2021-07-25,56.14119047619048
2021-08-01,66.54452380952381
2021-08-08,67.53833333333333
2021-08-15,78.89857142857143
2021-08-22,56.699523809523804
2021-08-29,63.61428571428571
2021-09-05,45.76190476190476
2021-09-12,61.14452380952381
2021-09-19,59.33642857142858
2021-09-26,59.47452380952381
2021-10-03,48.0052380952381
2021-10-10,65.11452380952382
2021-10-17,53.58952380952381
2021-10-24,57.97523809523809
2021-10-31,69.5045238095238
2021-11-07,59.13214285714286
2021-11-14,63.785714285714285
2021-11-21,66.60428571428572
2021-11-28,67.63571428571429
2021-12-05,52.971428571428575
2021-12-12,44.59547619047619
2021-12-19,67.93214285714285
2021-12-26,75.48095238095239
2022-01-02,55.03047619047619
2022-01-09,64.75357142857142
2022-01-16,74.2695238095238
2022-01-23,66.00309523809524
2022-01-30,67.7695238095238
2022-02-06,63.80833333333334
2022-02-13,68.5795238095238
2022-02-20,67.28928571428571
2022-02-27,60.705714285714286
2022-03-06,61.48357142857143
2022-03-13,78.46285714285715
2022-03-20,74.81785714285715
2022-03-27,64.15642857142856
2022-04-03,70.88309523809524
2022-04-10,66.01190476190476
2022-04-17,71.9447619047619
2022-04-24,73.20190476190476
2022-05-01,77.97166666666666
2022-05-08,48.37309523809524
2022-05-15,52.37309523809524
2022-05-22,56.58142857142857
2022-05-29,70.7702380952381
2022-06-05,72.88166666666666
2022-06-12,45.792142857142856
2022-06-19,56.45190476190476
2022-06-26,60.32666666666666
2022-07-03,70.3847619047619
2022-07-10,65.09023809523809
2022-07-17,63.01428571428572
2022-07-24,68.81571428571428
2022-07-31,73.26642857142858
2022-08-07,74.35880952380953
2022-08-14,79.71142857142857
2022-08-21,72.6047619047619
2022-08-28,70.96357142857143
2022-09-04,71.34071428571428
2022-09-11,70.44380952380952
2022-09-18,65.68904761904761
2022-09-25,74.74404761904762
2022-10-02,79.24222222222222
